id,賃料,区名,区名地価変換,最寄駅徒歩分数,部屋数,L,D,K,S,LDK,DK,R,築総月数,面積数字,何階建数字,バストイレランク,キッチンランク,BSアンテナ,エレベーター,設備ランク,設備ランクエレベータ込み,設備ランクエレベータBS込み,RC（鉄筋コンクリート）,木造
22168,117000,千代田区,504,5,1,0,0,1,0,0,0,0,134,25.26,14,5,1,1,1,5,6,7,1,0
22169,65000,練馬区,45,2,1,0,0,0,0,0,0,1,361,19.44,5,1,-1,0,1,4,5,5,1,0
22170,57000,板橋区,54,12,1,0,0,0,0,0,0,1,383,19.45,4,0,0,0,0,1,1,1,1,0
22171,80000,品川区,98,3,1,0,0,0,0,0,0,1,227,24.82,2,1,0,1,0,2,2,3,0,1
22172,128000,江東区,62,5,1,0,0,1,0,0,0,0,6,25.19,15,6,2,1,1,7,8,9,1,0
22173,92500,大田区,56,3,1,0,0,1,0,0,0,0,134,22.65,20,3,1,0,1,6,7,7,1,0
22174,46000,中野区,88,8,1,0,0,0,0,0,0,1,142,9.54,2,0,0,0,0,2,2,2,0,1
22175,135000,北区,68,8,1,1,1,1,0,1,0,0,127,43.16,12,5,2,0,1,4,5,5,1,0
22176,123000,台東区,150,4,1,0,0,1,0,0,0,0,5,25.1,14,6,1,1,1,5,6,7,1,0
22177,67000,杉並区,69,5,1,0,0,1,0,0,0,0,572,22,2,2,1,0,0,3,3,3,0,1
22178,102000,板橋区,54,5,1,0,0,1,0,0,0,0,10,26.6,3,5,0,0,0,1,1,1,1,0
22179,99000,新宿区,368,6,1,0,0,1,0,0,0,0,147,21.15,15,3,1,1,1,6,7,8,1,0
22181,71000,葛飾区,37,4,1,0,0,0,0,0,0,1,3,25,2,2,1,0,0,4,4,4,0,1
22182,54000,豊島区,169,10,1,0,0,1,0,0,0,0,311,17.6,2,0,0,0,0,2,2,2,0,1
22183,42000,足立区,41,19,1,0,0,1,0,0,0,0,345,17.01,2,0,-1,0,0,2,2,2,0,1
22184,93000,台東区,150,6,1,0,0,1,0,0,0,0,71,25.48,8,4,1,0,1,4,5,5,0,0
22185,95000,港区,423,1,1,0,0,0,0,0,0,1,416,22.9,7,1,0,0,1,1,2,2,0,0
22187,135000,墨田区,60,4,2,0,1,1,0,0,1,0,356,44.7,10,3,0,0,1,3,4,4,0,0
22188,157000,板橋区,54,7,2,0,1,1,0,0,1,0,137,56.38,14,5,2,0,1,3,4,4,1,0
22189,140000,江戸川区,43,5,2,1,1,1,0,1,0,0,214,53.59,6,2,2,0,1,5,6,6,1,0
22190,66000,中野区,88,8,1,0,0,1,0,0,0,0,296,20,2,0,1,0,0,0,0,0,0,1
22191,68000,豊島区,169,7,1,0,0,1,0,0,0,0,322,19.04,3,0,-1,1,1,5,6,7,1,0
22192,106000,江戸川区,43,5,3,0,1,1,0,0,1,0,288,54.77,7,2,0,0,1,4,5,5,1,0
22193,102000,港区,423,14,1,0,0,1,0,0,0,0,169,24.48,11,3,0,1,1,6,7,8,1,0
22194,129800,足立区,41,9,2,1,1,1,0,1,0,0,46,59.09,3,5,3,1,0,4,4,5,0,0
22195,65000,江戸川区,43,3,1,1,1,1,0,1,0,0,381,38,3,1,0,0,0,2,2,2,0,0
22196,167000,中野区,88,1,1,1,1,1,0,1,0,0,85,49.12,5,4,1,0,0,4,4,4,1,0
22198,142000,豊島区,169,8,1,0,1,1,0,0,1,0,117,29.4,11,6,1,1,1,5,6,7,1,0
22199,61000,北区,68,9,1,0,0,0,0,0,0,1,9,10.75,2,0,-1,1,0,2,2,3,0,1
22200,85000,江戸川区,43,15,2,0,1,1,0,0,1,0,335,47.94,7,4,0,0,1,2,3,3,1,0
22201,82000,大田区,56,7,1,0,0,0,0,0,0,1,38,22.14,4,5,0,1,0,5,5,6,1,0
22202,91000,渋谷区,392,2,1,0,0,0,0,0,0,1,186,19.79,9,3,1,1,1,5,6,7,0,0
22203,78000,杉並区,69,3,2,0,0,1,0,0,0,0,605,27,3,3,0,1,0,6,6,7,1,0
22204,142000,足立区,41,10,1,1,1,1,0,1,0,0,4,40.49,12,4,2,0,1,5,6,6,1,0
22205,110500,練馬区,45,5,1,0,0,1,0,0,0,0,9,30.65,5,5,1,1,1,6,7,8,1,0
22207,111000,世田谷区,71,3,1,0,1,1,0,0,1,0,29,30.06,2,6,3,1,0,4,4,5,0,1
22208,81000,豊島区,169,5,1,0,1,1,0,0,1,0,583,23.8,3,1,0,0,0,2,2,2,0,0
22209,79000,葛飾区,37,15,1,0,0,1,0,0,0,0,53,33.15,2,5,0,0,0,2,2,2,0,0
22210,180000,中野区,88,4,1,1,1,1,0,1,0,0,156,42.71,11,5,2,1,1,6,7,8,1,0
22211,60000,大田区,56,1,1,0,0,1,0,0,0,0,352,18.09,3,0,-1,0,0,4,4,4,0,0
22212,93000,豊島区,169,1,1,0,0,0,0,0,0,1,304,26.44,7,0,-1,1,1,3,4,5,1,0
22213,63000,足立区,41,7,1,0,0,0,0,0,0,1,1,15.77,3,1,0,1,0,5,5,6,0,1
22214,67000,練馬区,45,4,1,0,1,1,0,0,1,0,436,27.62,2,4,0,0,0,3,3,3,0,1
22215,72000,大田区,56,15,1,0,0,1,0,0,0,0,222,22.86,2,1,0,0,0,2,2,2,0,0
22216,130000,目黒区,116,6,1,0,0,0,0,0,0,1,155,30.3,4,6,1,1,0,4,4,5,1,0
22217,87000,新宿区,368,7,1,0,0,1,0,0,0,0,92,26.62,4,5,1,1,1,6,7,8,1,0
22218,73800,足立区,41,13,1,0,0,1,0,0,0,0,173,26.71,2,4,1,1,0,6,6,7,0,0
22219,81500,江東区,62,10,1,0,0,1,0,0,0,0,139,20,8,3,1,0,1,3,4,4,1,0
22220,134000,江東区,62,13,2,0,1,1,0,0,1,0,209,50.56,14,5,2,1,1,6,7,8,0,0
22221,62000,足立区,41,4,1,0,0,1,0,0,0,0,0,17.1,3,1,0,0,0,2,2,2,0,1
22222,46000,板橋区,54,4,1,0,0,0,0,0,0,1,275,12.96,3,0,0,1,0,0,0,1,0,1
22224,75000,世田谷区,71,6,2,0,0,1,0,0,0,0,599,30,2,2,0,0,0,2,2,2,0,1
22226,70000,葛飾区,37,12,1,0,0,1,0,0,0,0,19,20,3,3,1,0,0,2,2,2,0,1
22227,68000,渋谷区,392,5,1,0,1,1,0,0,1,0,436,20.25,2,0,0,0,0,1,1,1,0,1
22228,78000,葛飾区,37,15,1,1,1,1,0,1,0,0,306,41.92,3,4,2,0,0,3,3,3,0,0
22229,82000,板橋区,54,7,2,0,1,1,0,0,1,0,300,40,2,1,0,0,0,2,2,2,0,1
22230,59000,世田谷区,71,6,1,0,0,0,0,0,0,1,398,16.56,5,0,-1,0,1,4,5,5,1,0
22231,95000,渋谷区,392,9,1,0,0,0,0,0,0,1,55,20.28,4,2,1,1,0,1,1,2,1,0
22232,109000,新宿区,368,6,1,0,0,1,0,0,0,0,69,30.72,3,4,0,0,0,2,2,2,0,0
22233,102000,港区,423,14,1,0,0,1,0,0,0,0,157,24.48,11,4,0,1,1,5,6,7,1,0
22234,106000,江戸川区,43,11,2,1,1,1,0,1,0,0,230,61.93,5,4,0,1,1,5,6,7,1,0
22235,64000,足立区,41,10,1,0,0,1,0,0,0,0,2,20.16,3,5,1,0,0,2,2,2,0,1
22236,172800,江東区,62,12,3,1,1,1,0,1,0,0,210,64.87,13,5,3,1,1,6,7,8,1,0
22238,117000,杉並区,69,4,1,1,1,1,0,1,0,0,0,41.36,4,6,1,0,0,1,1,1,0,0
22239,87500,江東区,62,10,1,0,0,1,0,0,0,0,186,24.3,6,2,0,1,1,6,7,8,1,0
22240,114500,中央区,610,3,1,0,0,1,0,0,0,0,153,21.24,10,5,1,0,1,6,7,7,1,0
22241,190000,文京区,128,11,3,0,1,1,1,0,1,0,281,72.62,2,3,2,0,0,4,4,4,0,1
22242,60000,世田谷区,71,7,1,0,1,1,0,0,1,0,474,23.9,2,1,0,0,0,2,2,2,0,1
22243,62000,文京区,128,6,1,0,0,0,0,0,0,1,415,13.25,5,0,0,0,0,1,1,1,1,0
22244,139000,練馬区,45,11,2,1,1,1,0,1,0,0,1,59.97,3,5,3,0,0,6,6,6,0,0
22245,108500,足立区,41,5,1,1,1,1,0,1,0,0,1,46.65,8,3,2,1,1,3,4,5,1,0
22246,163000,世田谷区,71,1,1,1,1,1,0,1,0,0,148,37.78,15,1,0,0,1,0,1,1,0,0
22248,52000,世田谷区,71,10,1,0,0,1,0,0,0,0,1433,18.15,2,0,0,0,0,0,0,0,0,1
22251,80000,江戸川区,43,12,2,0,1,1,0,0,1,0,401,39.74,4,1,0,0,0,3,3,3,0,0
22252,49000,葛飾区,37,9,1,0,0,1,0,0,0,0,313,18.9,2,1,-1,0,0,3,3,3,0,1
22253,80000,豊島区,169,11,1,0,0,0,0,0,0,1,29,18.57,3,3,-1,0,0,4,4,4,0,1
22256,88000,足立区,41,9,1,0,0,0,0,0,0,1,14,18.3,5,4,1,0,0,4,4,4,1,0
22257,136000,千代田区,504,3,1,0,0,1,0,0,0,0,149,26.7,14,6,1,1,1,6,7,8,0,0
22258,62000,葛飾区,37,6,2,0,0,1,0,0,0,0,469,30,3,3,0,0,0,2,2,2,0,0
22259,115000,江東区,62,4,1,0,0,1,0,0,0,0,80,26.01,12,5,1,1,1,5,6,7,1,0
22260,125000,世田谷区,71,13,2,0,1,1,0,0,1,0,354,36.85,4,0,0,0,1,1,2,2,1,0
22261,80000,江戸川区,43,10,1,0,0,1,0,0,0,0,158,26.32,7,5,0,0,0,2,2,2,0,0
22262,110000,世田谷区,71,6,2,0,1,1,0,0,1,0,371,43.89,8,1,0,0,1,1,2,2,0,0
22263,127000,品川区,98,2,1,0,1,1,0,0,1,0,391,36.48,6,3,1,0,1,4,5,5,1,0
22264,57000,目黒区,116,1,1,0,0,0,0,0,0,1,353,17,3,0,0,0,0,1,1,1,1,0
22265,137000,港区,423,13,1,0,0,0,0,0,0,1,108,30,30,5,1,1,1,6,7,8,1,0
22266,55000,目黒区,116,9,1,0,0,0,0,0,0,1,367,13.3,2,0,1,0,0,1,1,1,0,1
22267,85000,足立区,41,5,1,0,0,1,0,0,0,0,2,30.2,4,3,1,0,0,6,6,6,0,0
22268,89000,大田区,56,5,1,0,0,1,0,0,0,0,175,25.24,3,4,1,1,0,5,5,6,0,0
22269,158000,千代田区,504,5,1,0,1,1,0,0,1,0,154,32.19,11,5,1,1,1,6,7,8,1,0
22270,147000,中野区,88,5,1,0,0,1,0,0,0,0,137,36.38,5,4,2,0,1,5,6,6,1,0
22271,148000,練馬区,45,2,3,1,1,1,0,1,0,0,332,74.7,8,3,1,1,1,5,6,7,0,0
22272,63500,足立区,41,8,1,0,0,0,0,0,0,1,5,13.16,2,2,-1,0,0,3,3,3,0,1
22273,38000,葛飾区,37,13,1,0,0,1,0,0,0,0,527,17,2,1,0,0,0,1,1,1,0,1
22274,84000,大田区,56,7,1,0,0,1,0,0,0,0,0,20.19,3,5,1,1,0,5,5,6,0,0
22275,95800,大田区,56,7,1,0,0,1,0,0,0,0,153,25.98,3,6,1,1,0,6,6,7,1,0
22276,169000,足立区,41,9,2,1,1,1,0,1,0,0,0,54.57,7,4,2,0,1,6,7,7,1,0
22278,90000,世田谷区,71,2,2,0,0,1,0,0,0,0,581,30,4,1,0,0,0,1,1,1,1,0
22279,79000,葛飾区,37,16,2,0,1,1,0,0,1,0,362,38.88,3,2,0,1,0,3,3,4,0,0
22280,105500,台東区,150,6,1,0,0,1,0,0,0,0,3,26.63,14,5,1,1,1,6,7,8,1,0
22281,87000,世田谷区,71,1,2,0,0,1,0,0,0,0,293,33.95,2,1,0,0,0,2,2,2,1,0
22282,75000,足立区,41,10,2,0,1,1,0,0,1,0,413,40.28,5,3,2,0,0,4,4,4,1,0
22283,118000,中央区,610,2,1,0,0,1,0,0,0,0,1,25.41,7,5,1,1,1,4,5,6,1,0
22285,96000,杉並区,69,4,1,0,0,1,0,0,0,0,119,29.2,7,6,1,1,1,5,6,7,1,0
22286,108000,中野区,88,5,1,0,0,1,0,0,0,0,39,25.28,4,4,1,1,1,2,3,4,1,0
22287,145000,港区,423,2,1,1,1,1,0,1,0,0,32,25.55,10,5,2,1,1,7,8,9,1,0
22288,158000,港区,423,4,1,0,0,1,0,0,0,0,17,25,12,5,1,1,1,6,7,8,1,0
22289,132000,新宿区,368,4,1,0,0,1,0,0,0,0,161,22.91,32,6,1,0,1,5,6,6,1,0
22290,67500,江戸川区,43,9,1,0,0,1,0,0,0,0,209,22,4,1,0,0,0,4,4,4,0,0
22292,120000,渋谷区,392,6,1,0,0,1,0,0,0,0,70,25.28,3,6,1,1,1,5,6,7,1,0
22293,86500,豊島区,169,6,1,0,0,1,0,0,0,0,194,20.65,12,3,1,1,1,4,5,6,0,0
22294,58000,板橋区,54,15,1,0,0,1,0,0,0,0,173,22.32,3,1,-1,1,0,5,5,6,0,0
22295,133000,葛飾区,37,9,3,0,1,1,0,0,1,0,430,55,3,2,0,0,0,2,2,2,0,0
22296,68000,板橋区,54,9,2,0,0,1,0,0,0,0,512,29.85,5,1,0,0,0,1,1,1,0,0
22297,181000,荒川区,66,9,2,1,1,1,0,1,0,0,155,62,10,5,2,0,1,5,6,6,1,0
22298,185000,文京区,128,5,1,1,1,1,0,1,0,0,5,40.3,13,5,2,0,1,5,6,6,1,0
22299,85000,足立区,41,7,2,0,1,1,0,0,1,0,532,37,3,4,0,0,0,3,3,3,0,0
22300,89000,品川区,98,1,1,0,0,1,0,0,0,0,210,21.09,5,3,1,0,1,3,4,4,1,0
22301,66000,北区,68,7,1,0,0,1,0,0,0,0,281,19.38,4,1,1,1,0,6,6,7,0,0
22303,70000,江東区,62,11,1,0,0,1,0,0,0,0,30,13.85,3,2,-1,0,0,2,2,2,0,1
22305,62000,文京区,128,6,1,0,0,0,0,0,0,1,415,13.25,5,0,0,1,0,4,4,5,1,0
22306,100500,足立区,41,5,1,1,1,1,0,1,0,0,1,45.62,8,3,2,1,1,4,5,6,1,0
22307,138000,文京区,128,7,1,0,0,1,0,0,0,0,17,28.83,9,4,1,0,1,5,6,6,0,0
22308,105000,中央区,610,5,1,0,0,1,0,0,0,0,138,21,12,4,1,1,1,5,6,7,0,0
22309,52000,新宿区,368,10,1,0,0,0,0,0,0,1,205,12.42,2,0,-1,0,0,2,2,2,0,1
22310,55000,練馬区,45,15,1,0,1,1,0,0,1,0,352,23.63,3,2,0,0,0,3,3,3,0,0
22311,60000,品川区,98,7,1,0,0,0,0,0,0,1,407,9.93,11,0,0,0,1,3,4,4,0,0
22312,56000,中野区,88,5,1,0,0,0,0,0,0,1,24,9.39,2,1,-1,1,0,3,3,4,0,1
22313,70000,豊島区,169,3,2,0,0,1,0,0,0,0,255,25.5,3,0,0,0,0,3,3,3,1,0
22314,85000,中野区,88,7,2,0,0,1,0,0,0,0,728,32,4,1,0,0,0,2,2,2,1,0
22315,137500,渋谷区,392,5,1,0,0,1,0,0,0,0,199,22.27,7,1,1,0,1,5,6,6,1,0
22316,44000,江戸川区,43,10,1,0,0,1,0,0,0,0,395,17.96,2,1,0,0,0,0,0,0,0,0
22317,133000,墨田区,60,4,1,1,1,1,0,1,0,0,0,35.1,5,6,2,0,1,3,4,4,0,0
22318,128500,北区,68,6,1,1,1,1,0,1,0,0,97,43.46,2,6,2,1,0,5,5,6,0,1
22319,80000,葛飾区,37,8,1,0,0,1,0,0,0,0,0,31.58,2,2,2,1,0,1,1,2,0,1
22320,45000,練馬区,45,8,1,0,0,0,0,0,0,1,408,15,2,0,1,0,0,1,1,1,0,1
22321,60000,北区,68,4,1,0,0,0,0,0,0,1,270,15,3,0,-1,1,0,1,1,2,0,0
22322,95000,江東区,62,7,1,0,0,1,0,0,0,0,85,27.37,7,5,1,1,1,6,7,8,1,0
22323,76000,足立区,41,4,1,0,0,1,0,0,0,0,328,22.44,10,0,0,0,1,3,4,4,0,0
22324,104000,目黒区,116,3,1,0,0,1,0,0,0,0,156,20.01,9,5,0,1,1,6,7,8,1,0
22325,169000,江戸川区,43,7,4,1,1,1,0,1,0,0,385,89.4,5,2,0,0,1,3,4,4,0,0
22326,106000,江東区,62,4,1,0,0,0,0,0,0,1,79,25.84,9,4,0,1,1,6,7,8,1,0
22327,121000,墨田区,60,7,1,0,0,1,0,0,0,0,169,30.29,9,4,0,1,1,4,5,6,0,0
22328,97500,足立区,41,14,2,0,1,1,0,0,1,0,144,50.01,2,4,1,1,0,3,3,4,0,0
22330,134500,中央区,610,5,1,0,0,1,0,0,0,0,23,25.46,13,5,1,0,1,6,7,7,1,0
22331,110000,渋谷区,392,5,2,0,1,1,0,0,1,0,487,39.11,11,2,0,0,1,3,4,4,0,0
22332,135000,墨田区,60,7,1,1,1,1,0,1,0,0,21,42.08,5,4,2,1,1,5,6,7,1,0
22333,98000,墨田区,60,2,1,0,0,1,0,0,0,0,161,23.44,11,3,1,0,1,3,4,4,1,0
22334,101000,千代田区,504,5,1,0,0,0,0,0,0,1,142,22.42,14,5,1,1,1,6,7,8,1,0
22335,60000,江戸川区,43,6,1,0,0,0,0,0,0,1,412,17.2,2,0,0,0,0,0,0,0,0,1
22336,82000,台東区,150,6,1,0,0,1,0,0,0,0,332,18.34,12,0,0,0,0,2,2,2,0,0
22337,86500,墨田区,60,2,1,0,0,1,0,0,0,0,161,21.2,7,4,1,1,1,6,7,8,1,0
22339,133000,足立区,41,22,3,1,1,1,0,1,0,0,102,78.99,2,5,3,1,0,6,6,7,0,0
22340,68000,杉並区,69,10,2,0,0,1,0,0,0,0,448,28,5,1,0,0,0,1,1,1,0,0
22341,134000,世田谷区,71,6,1,0,0,0,0,0,0,1,4,28.08,3,3,1,0,0,2,2,2,0,1
22342,68000,葛飾区,37,9,1,0,0,0,0,0,0,1,197,19,3,1,-1,0,0,4,4,4,0,0
22343,115500,江戸川区,43,25,2,1,1,1,0,1,0,0,1,52.46,3,6,3,0,0,5,5,5,0,0
22344,91000,世田谷区,71,2,1,0,0,1,0,0,0,0,1,24.75,3,1,1,0,0,3,3,3,0,1
22345,133500,世田谷区,71,3,1,1,1,1,0,1,0,0,139,43.52,5,6,2,1,1,7,8,9,1,0
22347,77000,大田区,56,8,1,0,0,1,0,0,0,0,138,20.44,7,2,0,1,1,2,3,4,1,0
22348,186000,渋谷区,392,11,1,1,1,1,0,1,0,0,142,39.03,10,2,1,0,0,0,0,0,1,0
22349,76000,渋谷区,392,2,1,0,0,0,0,0,0,1,33,10.28,2,2,0,0,0,2,2,2,0,1
22350,115000,足立区,41,10,2,1,1,1,0,1,0,0,305,63.23,7,2,1,0,1,5,6,6,1,0
22351,88000,江東区,62,10,1,0,0,1,0,0,0,0,154,20.95,10,2,1,1,1,6,7,8,1,0
22353,72000,港区,423,6,1,0,0,0,0,0,0,1,475,16.5,13,0,-1,0,1,4,5,5,0,0
22354,180000,杉並区,69,12,3,1,1,1,0,1,0,0,342,85.32,2,4,3,1,0,4,4,5,0,1
22356,52000,葛飾区,37,10,1,0,0,1,0,0,0,0,413,21.18,2,1,0,0,0,2,2,2,0,0
22357,169500,千代田区,504,7,1,1,1,1,0,1,0,0,47,40.04,9,6,2,1,1,6,7,8,1,0
22358,99000,江東区,62,5,1,0,0,1,0,0,0,0,25,25.12,8,1,0,0,1,0,1,1,1,0
22359,110000,板橋区,54,3,1,1,1,1,0,1,0,0,154,34.92,13,4,2,1,1,2,3,4,1,0
22360,62000,新宿区,368,3,1,0,0,0,0,0,0,1,593,18.11,3,0,0,0,0,0,0,0,1,0
22361,97000,江東区,62,3,1,0,0,1,0,0,0,0,112,24.28,14,5,1,0,1,6,7,7,0,0
22362,58000,世田谷区,71,9,1,0,0,0,0,0,0,1,435,15.5,5,0,0,0,0,1,1,1,1,0
22363,92000,墨田区,60,3,1,0,0,1,0,0,0,0,137,21.08,10,3,1,1,1,3,4,5,1,0
22364,140000,世田谷区,71,6,1,1,1,1,0,1,0,0,53,42.84,2,4,1,1,0,5,5,6,1,0
22365,150000,千代田区,504,2,1,0,0,1,0,0,0,0,160,29.21,15,6,1,1,1,7,8,9,1,0
22366,68000,江東区,62,8,1,0,0,1,0,0,0,0,376,18.5,5,0,0,0,1,1,2,2,1,0
22367,75000,板橋区,54,1,1,1,1,1,0,1,0,0,446,31.76,3,0,0,0,0,2,2,2,1,0
22368,88000,世田谷区,71,7,1,0,0,0,0,0,0,1,104,26.56,4,4,1,1,0,5,5,6,1,0
22369,35000,江東区,62,12,1,0,0,0,0,0,0,1,644,10.1,2,0,0,0,0,1,1,1,0,1
22370,65000,足立区,41,14,1,0,0,1,0,0,0,0,5,21.39,2,2,0,1,0,3,3,4,0,1
22371,123000,世田谷区,71,21,2,1,1,1,0,1,0,0,276,55.75,5,4,2,1,1,5,6,7,1,0
22372,123000,豊島区,169,3,1,0,0,1,0,0,0,0,3,25.36,10,6,1,1,1,5,6,7,1,0
22374,120000,足立区,41,6,3,0,1,1,0,0,1,0,346,47.85,7,2,0,0,1,2,3,3,1,0
22375,61000,杉並区,69,13,1,0,0,1,0,0,0,0,340,16.29,2,1,1,0,0,2,2,2,0,1
22376,119000,豊島区,169,8,2,0,0,1,0,0,0,0,75,30.88,3,6,1,1,0,5,5,6,0,1
22377,60000,板橋区,54,7,1,0,0,0,0,0,0,1,562,20.66,2,1,0,0,0,1,1,1,0,1
22378,98000,品川区,98,6,1,0,0,1,0,0,0,0,373,23,4,0,1,0,0,3,3,3,1,0
22380,106500,杉並区,69,5,1,0,0,1,0,0,0,0,1,25.3,4,5,1,1,0,4,4,5,1,0
22381,78000,世田谷区,71,5,1,0,0,1,0,0,0,0,197,19.97,3,3,0,1,0,2,2,3,0,0
22382,173000,練馬区,45,10,4,1,1,1,0,1,0,0,189,97.73,3,4,2,0,0,5,5,5,0,1
22383,152000,新宿区,368,7,1,0,0,0,0,0,0,1,119,35.77,5,6,2,1,1,7,8,9,1,0
22384,142000,新宿区,368,4,1,0,0,1,0,0,0,0,2,30.12,4,5,1,1,0,4,4,5,0,0
22385,93000,板橋区,54,8,1,0,0,1,0,0,0,0,151,33.33,4,6,2,0,0,5,5,5,1,0
22386,70000,世田谷区,71,15,1,0,1,1,0,0,1,0,376,23.14,2,0,0,0,0,2,2,2,0,1
22387,71500,豊島区,169,5,1,0,0,0,0,0,0,1,15,11.04,2,2,0,1,0,3,3,4,0,1
22389,71000,足立区,41,7,1,0,0,1,0,0,0,0,1,17.6,3,4,1,0,0,4,4,4,0,1
22390,98500,品川区,98,4,1,0,0,1,0,0,0,0,1,22.16,6,3,1,1,0,4,4,5,1,0
22391,60000,大田区,56,8,1,0,1,1,0,0,1,0,307,24.75,2,1,0,0,0,1,1,1,0,1
22392,105000,渋谷区,392,6,1,0,0,1,0,0,0,0,200,24.38,8,2,0,1,1,5,6,7,1,0
22393,92000,世田谷区,71,4,1,0,0,1,0,0,0,0,63,28.68,2,5,1,1,0,6,6,7,0,0
22394,177000,豊島区,169,6,1,1,1,1,0,1,0,0,6,40.73,3,5,1,0,0,3,3,3,1,0
22395,136000,世田谷区,71,9,1,0,1,1,0,0,1,0,203,36,3,4,1,1,1,3,4,5,1,0
22396,70000,世田谷区,71,12,1,0,0,1,0,0,0,0,293,27.08,2,3,0,1,0,4,4,5,0,0
22397,70000,港区,423,5,1,0,0,0,0,0,0,1,490,15.52,7,0,1,0,1,3,4,4,1,0
22398,50000,大田区,56,7,1,0,0,0,0,0,0,1,501,19.5,4,0,0,0,0,0,0,0,0,0
22399,51000,江戸川区,43,17,1,0,0,1,0,0,0,0,323,16,2,0,0,0,0,1,1,1,0,1
22400,113000,練馬区,45,1,1,0,0,1,0,0,0,0,2,24.38,5,4,1,0,1,2,3,3,1,0
22401,100000,杉並区,69,9,1,0,0,1,0,0,0,0,137,27.9,3,5,2,1,0,3,3,4,1,0
22402,139000,中野区,88,8,1,1,1,1,0,1,0,0,43,34.37,3,6,1,0,0,2,2,2,0,1
22403,91000,中野区,88,5,1,0,0,1,0,0,0,0,141,20.78,7,6,1,0,1,6,7,7,1,0
22404,140000,世田谷区,71,7,3,0,1,1,0,0,1,0,377,59.4,5,4,0,1,1,5,6,7,1,0
22405,97000,江東区,62,6,1,0,1,1,0,0,1,0,347,28.86,8,3,1,0,1,4,5,5,0,0
22406,198000,港区,423,3,1,0,0,1,0,0,0,0,6,25.28,14,5,1,1,1,6,7,8,1,0
22407,45000,江戸川区,43,10,1,0,0,0,0,0,0,1,331,20.48,3,0,-1,0,0,3,3,3,0,0
22408,96000,千代田区,504,8,1,0,0,1,0,0,0,0,201,22.63,10,5,1,1,1,6,7,8,0,0
22409,69000,品川区,98,12,1,0,0,0,0,0,0,1,595,15.74,6,3,1,1,1,4,5,6,1,0
22410,175000,大田区,56,10,1,1,1,1,0,1,0,0,6,53.23,3,5,1,0,0,4,4,4,0,1
22411,123500,荒川区,66,5,1,1,1,1,0,1,0,0,77,38.37,10,5,1,0,1,3,4,4,1,0
22412,83000,葛飾区,37,6,1,0,0,1,0,0,0,0,10,22.61,12,4,1,1,1,5,6,7,1,0
22414,105000,豊島区,169,4,1,0,0,1,0,0,0,0,37,25.79,4,4,1,1,1,4,5,6,1,0
22415,85800,足立区,41,16,2,0,1,1,0,0,1,0,166,45.54,2,4,1,1,0,5,5,6,0,0
22416,74000,板橋区,54,7,1,0,0,1,0,0,0,0,127,22.55,5,2,1,0,1,2,3,3,1,0
22417,72000,北区,68,1,1,0,0,1,0,0,0,0,268,29.76,2,1,0,0,0,1,1,1,0,1
22418,53000,葛飾区,37,4,1,0,0,0,0,0,0,1,36,9.95,3,1,-1,1,0,1,1,2,0,0
22419,107000,江東区,62,2,1,0,0,1,0,0,0,0,185,26.66,12,4,-1,1,1,5,6,7,1,0
22420,154000,目黒区,116,7,1,1,1,1,0,1,0,0,0,44.86,3,6,2,1,0,5,5,6,0,0
22422,102000,杉並区,69,11,1,1,1,1,0,1,0,0,134,28.81,2,6,1,1,0,5,5,6,0,0
22424,124000,台東区,150,3,1,0,0,0,0,0,0,1,160,30.76,12,4,1,0,1,4,5,5,1,0
22425,102000,足立区,41,4,1,1,1,1,0,1,0,0,125,48.63,6,5,1,1,1,3,4,5,1,0
22426,58000,江戸川区,43,10,1,0,0,1,0,0,0,0,361,25.49,3,1,0,0,0,3,3,3,0,0
22427,110000,北区,68,5,1,0,0,1,0,0,0,0,16,27.55,8,2,0,0,1,6,7,7,1,0
22428,77000,墨田区,60,10,1,0,0,1,0,0,0,0,53,24.81,3,5,1,1,0,3,3,4,0,0
22429,158000,新宿区,368,4,1,0,1,1,0,0,1,0,57,30.71,14,5,1,1,1,4,5,6,1,0
22430,122000,目黒区,116,4,1,0,0,0,0,0,0,1,143,23.68,3,5,1,0,0,6,6,6,0,0
22431,187500,文京区,128,2,1,1,1,1,0,1,0,0,45,46.3,14,6,2,1,1,7,8,9,0,0
22432,109000,練馬区,45,10,2,1,1,1,0,1,0,0,330,59.82,7,3,2,1,1,5,6,7,1,0
22433,73000,豊島区,169,9,2,0,0,1,0,0,0,0,475,31.05,2,2,0,1,0,0,0,1,0,1
22435,65000,目黒区,116,14,1,0,0,1,0,0,0,0,339,19.44,4,0,0,1,0,2,2,3,1,0
22436,72000,大田区,56,7,1,0,0,0,0,0,0,1,38,17.39,3,5,1,0,0,2,2,2,0,1
22437,98000,江東区,62,2,1,0,0,0,0,0,0,1,139,22.38,7,3,1,0,1,4,5,5,1,0
22438,84000,豊島区,169,6,1,0,0,1,0,0,0,0,86,21.46,9,5,1,0,1,6,7,7,1,0
22439,53000,板橋区,54,10,1,0,0,1,0,0,0,0,322,19.43,5,1,-1,1,1,5,6,7,1,0
22441,75000,豊島区,169,6,1,0,0,1,0,0,0,0,262,21.12,7,3,0,0,1,4,5,5,1,0
